latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
52.2689,10.6968,309.3,1,1,2023-09-07,1004,Terra,MODIS,44,61.03,298,4.2,D,0
52.1549,10.3987,313.8,1,1,2023-09-07,1004,Terra,MODIS,35,61.03,302.1,5.9,D,2
51.6404,12.2205,314.8,1.1,1,2023-09-07,1004,Terra,MODIS,62,61.03,302,6.5,D,0
51.5745,12.2716,319,1.1,1,2023-09-07,1004,Terra,MODIS,56,61.03,300.1,12.1,D,2
51.4902,12.2133,314.5,1.1,1,2023-09-07,1004,Terra,MODIS,35,61.03,301.6,6.7,D,0
50.9432,13.0749,312.5,1.1,1.1,2023-09-07,1004,Terra,MODIS,61,61.03,301.5,6.6,D,0
51.038,11.8891,310.3,1.1,1,2023-09-07,1004,Terra,MODIS,56,61.03,299.6,4.7,D,0
51.4856,6.707,324.2,1.1,1,2023-09-07,1004,Terra,MODIS,0,61.03,305.7,17.8,D,2
51.4837,6.7224,319.4,1.1,1,2023-09-07,1004,Terra,MODIS,0,61.03,304.4,10.2,D,2
50.5652,12.2331,312,1.1,1,2023-09-07,1004,Terra,MODIS,65,61.03,297.9,8,D,0
51.3643,6.7122,320.5,1.1,1,2023-09-07,1004,Terra,MODIS,66,61.03,304.8,13,D,2
50.3666,11.9719,314.2,1.1,1,2023-09-07,1004,Terra,MODIS,70,61.03,298.3,9.7,D,0
50.3491,11.792,315.9,1.1,1,2023-09-07,1004,Terra,MODIS,72,61.03,296.4,11.4,D,0
50.3416,11.8361,308.1,1.1,1,2023-09-07,1004,Terra,MODIS,53,61.03,298,5.3,D,0
50.3072,11.8687,315.4,1.1,1,2023-09-07,1004,Terra,MODIS,72,61.03,298.7,10.7,D,0
50.2831,11.9531,315.7,1.1,1,2023-09-07,1004,Terra,MODIS,64,61.03,299.8,9.1,D,2
50.265,10.9995,311.6,1,1,2023-09-07,1004,Terra,MODIS,66,61.03,299.2,5.7,D,0
50.1364,11.6099,311.2,1.1,1,2023-09-07,1004,Terra,MODIS,65,61.03,297.1,8.1,D,0
50.1095,11.7693,307.5,1.1,1,2023-09-07,1004,Terra,MODIS,50,61.03,296.7,5.4,D,0
49.9908,12.0667,308.4,1.1,1,2023-09-07,1004,Terra,MODIS,41,61.03,298,5.7,D,0
49.9106,12.1545,310.7,1.1,1.1,2023-09-07,1004,Terra,MODIS,49,61.03,297,7.8,D,0
49.9001,12.2145,309.5,1.1,1.1,2023-09-07,1004,Terra,MODIS,59,61.03,296.5,7.6,D,0
49.9863,11.1567,308.4,1.1,1,2023-09-07,1004,Terra,MODIS,58,61.03,297.6,4.7,D,0
49.7781,12.2059,307.9,1.1,1.1,2023-09-07,1004,Terra,MODIS,56,61.03,297.8,5,D,0
49.6879,11.9811,313.2,1.1,1.1,2023-09-07,1004,Terra,MODIS,68,61.03,297.1,10.5,D,0
49.5039,10.9023,309.4,1.1,1,2023-09-07,1004,Terra,MODIS,55,61.03,298.9,4.7,D,2
49.3573,11.7744,307.9,1.1,1.1,2023-09-07,1004,Terra,MODIS,44,61.03,296.6,5.2,D,0
49.3548,11.789,321.3,1.1,1.1,2023-09-07,1004,Terra,MODIS,78,61.03,297.4,17.4,D,0
49.4176,10.6849,308.3,1,1,2023-09-07,1004,Terra,MODIS,49,61.03,297.5,5.5,D,0
49.1983,11.8136,309.5,1.1,1.1,2023-09-07,1004,Terra,MODIS,62,61.03,296.2,6.7,D,0
49.1957,11.8283,307,1.1,1.1,2023-09-07,1004,Terra,MODIS,55,61.03,295.7,5,D,0
49.1789,11.8689,307.9,1.1,1.1,2023-09-07,1004,Terra,MODIS,57,61.03,297,5.7,D,0
49.3551,10.7792,311.2,1,1,2023-09-07,1004,Terra,MODIS,51,61.03,296.2,6.4,D,0
49.3528,10.7931,314.3,1.1,1,2023-09-07,1004,Terra,MODIS,64,61.03,296.8,8.8,D,0
49.1428,11.928,307.2,1.1,1.1,2023-09-07,1004,Terra,MODIS,46,61.03,296.5,4.9,D,0
49.3139,10.8612,318,1.1,1,2023-09-07,1004,Terra,MODIS,75,61.03,296.6,14,D,0
49.1386,11.7839,310.8,1.1,1.1,2023-09-07,1004,Terra,MODIS,65,61.03,296.8,7.7,D,0
48.9058,10.9479,308.5,1.1,1,2023-09-07,1005,Terra,MODIS,44,61.03,297.5,5.8,D,0
49.3506,6.735,315.2,1,1,2023-09-07,1005,Terra,MODIS,52,61.03,302.6,8.1,D,2
48.4667,10.5447,310.1,1.1,1,2023-09-07,1005,Terra,MODIS,61,61.03,296.4,8.2,D,0
48.1921,11.5981,312.8,1.1,1.1,2023-09-07,1005,Terra,MODIS,62,61.03,300.1,8.4,D,2
48.2181,11.2454,311.1,1.1,1.1,2023-09-07,1005,Terra,MODIS,65,61.03,298.8,6.7,D,0
48.0972,11.3464,312.1,1.1,1.1,2023-09-07,1005,Terra,MODIS,59,61.03,295.5,8.7,D,0
47.9268,10.8675,313.8,1.1,1,2023-09-07,1005,Terra,MODIS,71,61.03,298.8,9.6,D,0
48.0819,9.8081,310.8,1,1,2023-09-07,1005,Terra,MODIS,63,61.03,297.9,5.6,D,2
47.9046,8.8543,307.8,1,1,2023-09-07,1005,Terra,MODIS,41,61.03,297.7,4.6,D,0
47.7598,9.3085,310.8,1,1,2023-09-07,1005,Terra,MODIS,63,61.03,299.9,6.2,D,0
49.3578,6.7517,315.9,1,1,2023-09-07,1005,Terra,MODIS,33,61.03,304,8.4,D,2
48.9124,10.9654,310.1,1.1,1,2023-09-07,1005,Terra,MODIS,23,61.03,297,6.6,D,0
48.9876,11.5707,308.8,1.1,1,2023-09-07,1005,Terra,MODIS,41,61.03,298.5,5.3,D,0
49.0012,11.7535,307.1,1.1,1.1,2023-09-07,1005,Terra,MODIS,40,61.03,296.2,5.1,D,0
49.0766,11.3193,307.4,1.1,1,2023-09-07,1005,Terra,MODIS,32,61.03,296.6,4.3,D,0
52.7732,9.8346,320.7,2.2,1.4,2023-09-07,1311,Aqua,MODIS,75,61.03,300.1,41.9,D,0
51.4826,6.7186,322.7,1.5,1.2,2023-09-07,1311,Aqua,MODIS,0,61.03,307.7,21.3,D,2
52.1472,12.2226,317.3,2.8,1.6,2023-09-07,1311,Aqua,MODIS,69,61.03,300.7,45.8,D,0
52.7739,9.8428,315.9,2.2,1.4,2023-09-07,1311,Aqua,MODIS,68,61.03,300,30.9,D,0
52.772,9.8104,315.2,2.2,1.4,2023-09-07,1311,Aqua,MODIS,66,61.03,299.6,28.7,D,0
51.4778,6.7048,323,1.5,1.2,2023-09-07,1311,Aqua,MODIS,0,61.03,308.1,19.9,D,2
52.1582,10.4004,302.5,1.9,1.4,2023-09-07,2114,Terra,MODIS,49,61.03,291,14.8,N,2
51.4844,6.7089,310.8,1.3,1.1,2023-09-07,2114,Terra,MODIS,49,61.03,294.2,12.4,N,2
51.4856,6.7151,309.8,1.3,1.1,2023-09-07,2114,Terra,MODIS,78,61.03,294.2,12.5,N,2
51.4826,6.7212,300.4,1.8,1.3,2023-09-08,0242,Aqua,MODIS,27,61.03,290.4,11,N,2
53.1381,8.6783,314.7,1.7,1.3,2023-09-08,1044,Terra,MODIS,51,61.03,302.4,18.3,D,2
51.3644,6.7133,319.1,1.6,1.2,2023-09-08,1045,Terra,MODIS,70,61.03,302.5,20.9,D,2
51.484,6.7126,322.9,1.6,1.2,2023-09-08,1045,Terra,MODIS,0,61.03,303.5,26.6,D,2
49.888,12.2099,319,1.1,1,2023-09-08,1214,Aqua,MODIS,73,61.03,299.5,14.5,D,0
48.2469,12.6548,310.4,1.1,1,2023-09-08,1214,Aqua,MODIS,54,61.03,296.8,5.7,D,0
48.2444,12.6405,321.3,1.1,1,2023-09-08,1214,Aqua,MODIS,77,61.03,297.6,16.6,D,0
48.6899,13.683,308.4,1,1,2023-09-08,1214,Aqua,MODIS,51,61.03,298.3,5.8,D,0
48.4932,12.1206,313.5,1.1,1.1,2023-09-08,1214,Aqua,MODIS,65,61.03,300.7,8.1,D,0
48.0807,9.7965,314,1.4,1.2,2023-09-08,1214,Aqua,MODIS,52,61.03,300.9,10.7,D,2
48.8944,12.325,313.6,1.1,1,2023-09-08,1214,Aqua,MODIS,66,61.03,302.6,6.5,D,0
48.9278,12.086,311.8,1.1,1.1,2023-09-08,1214,Aqua,MODIS,56,61.03,300,6.4,D,0
49.0724,12.6465,310.5,1.1,1,2023-09-08,1214,Aqua,MODIS,59,61.03,299.2,6.7,D,0
49.0732,11.5434,314.2,1.2,1.1,2023-09-08,1214,Aqua,MODIS,57,61.03,298.7,9.1,D,0
49.1692,11.8589,327,1.1,1.1,2023-09-08,1214,Aqua,MODIS,82,61.03,301.3,24.5,D,0
49.1914,11.8177,310.4,1.1,1.1,2023-09-08,1214,Aqua,MODIS,55,61.03,298.2,6.1,D,0
49.1993,11.7501,314.2,1.1,1.1,2023-09-08,1214,Aqua,MODIS,67,61.03,301.4,9.4,D,0
49.1967,11.7353,312.6,1.1,1.1,2023-09-08,1214,Aqua,MODIS,62,61.03,302,8.2,D,0
49.2272,11.764,311.1,1.1,1.1,2023-09-08,1214,Aqua,MODIS,53,61.03,296.9,7.8,D,0
49.2246,11.7492,323.9,1.1,1.1,2023-09-08,1214,Aqua,MODIS,79,61.03,298.4,21.6,D,0
49.4273,12.1501,309.8,1.1,1,2023-09-08,1214,Aqua,MODIS,51,61.03,299.1,5.3,D,0
49.5452,12.0268,310.4,1.1,1,2023-09-08,1214,Aqua,MODIS,51,61.03,300.1,6.6,D,2
49.5876,12.1035,313.7,1.1,1,2023-09-08,1214,Aqua,MODIS,65,61.03,300,10,D,0
49.634,12.3178,317.6,1.1,1,2023-09-08,1214,Aqua,MODIS,72,61.03,301,12.1,D,0
49.5755,11.8087,311.7,1.1,1.1,2023-09-08,1214,Aqua,MODIS,61,61.03,299.4,7.6,D,0
49.5729,11.7937,318.8,1.1,1.1,2023-09-08,1214,Aqua,MODIS,74,61.03,299.5,14.8,D,0
49.3877,10.76,311.9,1.2,1.1,2023-09-08,1214,Aqua,MODIS,61,61.03,299.5,7.7,D,0
49.3972,10.756,325.4,1.2,1.1,2023-09-08,1214,Aqua,MODIS,80,61.03,299.3,23.9,D,0
49.6776,11.9649,315.8,1.1,1,2023-09-08,1214,Aqua,MODIS,69,61.03,298.5,11.7,D,0
49.7715,11.9682,313.1,1.1,1,2023-09-08,1214,Aqua,MODIS,64,61.03,299.1,9.3,D,0
49.9191,12.1662,312.6,1.1,1,2023-09-08,1214,Aqua,MODIS,62,61.03,299.6,8,D,0
49.9166,12.1517,322.5,1.1,1,2023-09-08,1214,Aqua,MODIS,77,61.03,300.7,18.4,D,0
49.8562,11.7989,311.6,1.1,1,2023-09-08,1214,Aqua,MODIS,36,61.03,300.4,5.9,D,0
50.1401,11.7576,310.1,1.1,1,2023-09-08,1214,Aqua,MODIS,52,61.03,300,5.6,D,0
49.7959,9.5846,315.2,1.3,1.1,2023-09-08,1214,Aqua,MODIS,59,61.03,304.8,9.8,D,0
50.2751,11.9567,318.1,1.1,1,2023-09-08,1214,Aqua,MODIS,54,61.03,302.4,11.5,D,0
50.1321,11.1466,321.4,1.1,1.1,2023-09-08,1214,Aqua,MODIS,77,61.03,302.5,16.9,D,0
50.2905,11.9343,314.6,1.1,1,2023-09-08,1214,Aqua,MODIS,49,61.03,302.3,6.7,D,2
50.0825,10.7644,314.1,1.2,1.1,2023-09-08,1214,Aqua,MODIS,58,61.03,301.9,9.3,D,0
50.3075,11.8644,313.5,1.1,1,2023-09-08,1214,Aqua,MODIS,58,61.03,302.1,7.1,D,0
49.9834,10.0694,322,1.2,1.1,2023-09-08,1214,Aqua,MODIS,76,61.03,303.9,17.6,D,0
50.3391,11.9926,314.1,1.1,1,2023-09-08,1214,Aqua,MODIS,67,61.03,303,7.9,D,0
50.366,11.9811,317.3,1.1,1,2023-09-08,1214,Aqua,MODIS,72,61.03,302,10.2,D,0
50.3636,11.9665,314.3,1.1,1,2023-09-08,1214,Aqua,MODIS,64,61.03,302.1,7.4,D,0
50.3483,11.7773,320.9,1.1,1,2023-09-08,1214,Aqua,MODIS,76,61.03,298.4,16.1,D,0
50.5662,12.2268,314.5,1.1,1,2023-09-08,1214,Aqua,MODIS,67,61.03,301.5,8.4,D,0
50.5638,12.2124,313.6,1.1,1,2023-09-08,1214,Aqua,MODIS,61,61.03,299.8,7.8,D,0
50.3684,10.9139,314.2,1.2,1.1,2023-09-08,1214,Aqua,MODIS,56,61.03,299.9,9.3,D,0
51.0308,11.8682,314.6,1.1,1,2023-09-08,1214,Aqua,MODIS,61,61.03,302.4,6.3,D,0
50.9709,11.2379,313.1,1.1,1,2023-09-08,1214,Aqua,MODIS,49,61.03,302.9,4.5,D,0
53.5181,9.9033,319,1.1,1,2023-09-08,1215,Aqua,MODIS,57,61.03,305.3,11.5,D,2
51.0393,10.2589,318.4,1.2,1.1,2023-09-08,1215,Aqua,MODIS,71,61.03,305.2,13.4,D,0
51.245,11.9677,317.7,1.1,1,2023-09-08,1215,Aqua,MODIS,43,61.03,304.8,6.6,D,0
51.2082,12.0201,316.3,1.1,1,2023-09-08,1215,Aqua,MODIS,43,61.03,306.1,5.4,D,0
52.8275,11.2015,314.7,1.1,1,2023-09-08,1215,Aqua,MODIS,58,61.03,303.7,6.2,D,0
53.5372,10.4963,342.6,1.1,1,2023-09-08,1215,Aqua,MODIS,91,61.03,303,46.1,D,0
51.0363,10.2427,316.6,1.2,1.1,2023-09-08,1215,Aqua,MODIS,68,61.03,305.4,11.4,D,0
51.2903,11.4494,321.9,1.1,1,2023-09-08,1215,Aqua,MODIS,73,61.03,305.5,14.3,D,0
51.3364,11.343,321.7,1.1,1,2023-09-08,1215,Aqua,MODIS,74,61.03,302.9,14.3,D,0
51.4521,11.7399,321.5,1.1,1,2023-09-08,1215,Aqua,MODIS,68,61.03,301.2,12.7,D,0
51.4,11.2754,318.6,1.1,1,2023-09-08,1215,Aqua,MODIS,70,61.03,303.2,10.9,D,0
51.4178,11.1534,318.5,1.1,1,2023-09-08,1215,Aqua,MODIS,65,61.03,304.5,11.8,D,0
51.4586,11.1297,318.7,1.1,1,2023-09-08,1215,Aqua,MODIS,70,61.03,304.8,10.5,D,0
51.4559,11.1146,317.1,1.1,1,2023-09-08,1215,Aqua,MODIS,64,61.03,304.3,8.8,D,0
51.6271,11.501,314,1.1,1,2023-09-08,1215,Aqua,MODIS,37,61.03,303.4,5.2,D,2
51.6245,11.4862,322.1,1.1,1,2023-09-08,1215,Aqua,MODIS,75,61.03,305.9,13.4,D,2
51.7541,11.3586,317.1,1.1,1,2023-09-08,1215,Aqua,MODIS,67,61.03,304.1,7.5,D,0
51.9115,11.4046,319.7,1.1,1,2023-09-08,1215,Aqua,MODIS,64,61.03,307,9.2,D,0
52.0428,11.4513,316.2,1.1,1,2023-09-08,1215,Aqua,MODIS,58,61.03,305.4,5.5,D,0
52.1548,10.4082,320.9,1.1,1.1,2023-09-08,1215,Aqua,MODIS,73,61.03,307.7,12.1,D,2
52.152,10.3925,316.4,1.1,1.1,2023-09-08,1215,Aqua,MODIS,37,61.03,305.7,7.1,D,2
51.4841,6.7137,316,1.6,1.2,2023-09-08,1215,Aqua,MODIS,0,61.03,305.1,13.3,D,2
52.1492,10.3947,301.3,1.3,1.1,2023-09-08,2017,Terra,MODIS,38,61.03,290.9,7.1,N,2
53.1377,8.6878,307.9,1.4,1.2,2023-09-08,2017,Terra,MODIS,73,61.03,291.7,15.4,N,2
53.1372,8.6959,302.6,1.2,1.1,2023-09-09,0145,Aqua,MODIS,50,61.03,287.7,9,N,2
51.4857,6.7171,308.5,1.3,1.1,2023-09-09,0146,Aqua,MODIS,75,61.03,292.3,14,N,2
51.48,6.719,315,1.6,1.2,2023-09-09,0947,Terra,MODIS,0,61.03,300.4,11.9,D,2
52.1599,10.4073,317,1.1,1.1,2023-09-09,0947,Terra,MODIS,43,61.03,303.4,8.7,D,2
52.1505,10.4045,317.4,1.1,1.1,2023-09-09,0947,Terra,MODIS,42,61.03,302.8,9.2,D,2
51.3677,6.7114,318.7,1.6,1.2,2023-09-09,0948,Terra,MODIS,56,61.03,300.7,19.4,D,2
51.4631,6.7385,323.7,1.1,1,2023-09-09,1256,Aqua,MODIS,0,61.03,304.6,13.6,D,2
49.354,6.7463,321.4,1.1,1,2023-09-09,1256,Aqua,MODIS,58,61.03,307,11.4,D,2
51.367,6.7103,318.4,1.1,1,2023-09-09,1256,Aqua,MODIS,59,61.03,304.1,8.8,D,2
52.1557,10.4007,320.4,1.5,1.2,2023-09-09,1257,Aqua,MODIS,71,61.03,306,17.5,D,2
49.3506,6.7285,303.2,1,1,2023-09-09,2057,Terra,MODIS,24,61.03,292.2,4.8,N,2
49.3525,6.7419,306.5,1,1,2023-09-09,2057,Terra,MODIS,66,61.03,293.2,6.9,N,2
49.3437,6.7449,307.3,1,1,2023-09-09,2057,Terra,MODIS,50,61.03,292.2,7.2,N,2
53.518,9.9001,306.3,1.3,1.1,2023-09-09,2058,Terra,MODIS,68,61.03,292.2,11.1,N,2
51.3693,6.711,314.1,1,1,2023-09-09,2058,Terra,MODIS,89,61.03,294.5,13,N,2
51.3674,6.6969,306.7,1,1,2023-09-09,2058,Terra,MODIS,69,61.03,292.4,7.5,N,2
52.1557,10.402,311.5,1.3,1.1,2023-09-09,2058,Terra,MODIS,83,61.03,292.1,16.6,N,2
53.1346,8.6862,303.8,1.1,1.1,2023-09-09,2058,Terra,MODIS,57,61.03,293.2,7.5,N,2
51.4909,6.7118,306.4,1.3,1.1,2023-09-10,0228,Aqua,MODIS,68,61.03,291.3,10.6,N,2
51.4876,6.729,321.6,1.3,1.1,2023-09-10,0228,Aqua,MODIS,100,61.03,291.7,27.6,N,2
53.4435,10.2248,312.6,1.3,1.1,2023-09-10,1027,Terra,MODIS,64,61.03,295,11.9,D,0
52.1514,10.4031,313.7,1.5,1.2,2023-09-10,1028,Terra,MODIS,32,61.03,300.5,9,D,2
51.3677,6.7063,316,1.1,1.1,2023-09-10,1028,Terra,MODIS,56,61.03,299.1,8.2,D,2
53.1366,8.6873,315.2,1.2,1.1,2023-09-10,1028,Terra,MODIS,50,61.03,300.6,11.5,D,2
49.7907,6.5594,314.3,1.2,1.1,2023-09-10,1029,Terra,MODIS,67,61.03,300.8,8.7,D,0
48.9983,9.3003,313.4,1.6,1.2,2023-09-10,1029,Terra,MODIS,63,61.03,298.5,14.1,D,2
49.3511,6.7356,318.8,1.2,1.1,2023-09-10,1029,Terra,MODIS,63,61.03,302.3,13.3,D,2
49.2449,6.8547,313.8,1.2,1.1,2023-09-10,1029,Terra,MODIS,53,61.03,302.6,8.7,D,2
49.8959,6.8541,309,1.2,1.1,2023-09-10,1029,Terra,MODIS,46,61.03,298.4,5.4,D,0
52.6491,14.1557,327.1,1.1,1,2023-09-10,1200,Aqua,MODIS,80,61.03,303.7,19.4,D,0
52.6897,14.2205,320.7,1.1,1,2023-09-10,1200,Aqua,MODIS,52,61.03,304.3,8.7,D,0
52.6338,14.1799,326.1,1.1,1,2023-09-10,1200,Aqua,MODIS,74,61.03,305.4,18.6,D,0
51.2953,14.9292,321.7,1.1,1,2023-09-10,1200,Aqua,MODIS,72,61.03,301.5,15.1,D,0
51.6582,14.6254,315.4,1.1,1,2023-09-10,1200,Aqua,MODIS,61,61.03,304.6,8.3,D,2
51.6988,14.4835,314.3,1.1,1,2023-09-10,1200,Aqua,MODIS,46,61.03,301.6,6.4,D,0
51.9466,14.6557,317.9,1.1,1,2023-09-10,1200,Aqua,MODIS,67,61.03,303.1,10.6,D,0
52.6254,14.3902,318.2,1.1,1,2023-09-10,1200,Aqua,MODIS,57,61.03,304.4,6.6,D,0
52.1581,10.4077,307.5,1.9,1.4,2023-09-10,2001,Terra,MODIS,72,61.03,291.6,22.5,N,2
51.4901,6.7237,303.6,2,1.4,2023-09-11,0131,Aqua,MODIS,56,61.03,292.3,15.7,N,2
49.3566,6.7554,302.1,1.9,1.3,2023-09-11,0132,Aqua,MODIS,47,61.03,289.1,15.6,N,2
52.4001,12.5076,309.9,1.4,1.2,2023-09-11,0931,Terra,MODIS,30,61.03,296,7.1,D,2
51.4845,6.7253,315.9,2.5,1.5,2023-09-11,0931,Terra,MODIS,53,61.03,297.2,31,D,2
49.3502,6.7439,320.2,1,1,2023-09-11,1241,Aqua,MODIS,52,61.03,306.3,9.5,D,2
48.8635,8.1785,319.1,1,1,2023-09-11,1241,Aqua,MODIS,60,61.03,307.6,8.9,D,2
51.3607,6.7051,320,1,1,2023-09-11,1242,Aqua,MODIS,66,61.03,303.2,10.5,D,2
51.4864,6.7327,318.3,1,1,2023-09-11,1242,Aqua,MODIS,50,61.03,303.3,7.5,D,2
49.3572,6.744,301.2,1.2,1.1,2023-09-11,2041,Terra,MODIS,39,61.03,289.7,6,N,2
53.3662,13.8062,302.3,1.2,1.1,2023-09-11,2041,Terra,MODIS,48,61.03,287.7,9,N,0
52.1596,10.4125,301.1,1.2,1.1,2023-09-12,0213,Aqua,MODIS,37,61.03,290,6.8,N,2
51.4814,6.7023,311,1,1,2023-09-12,1012,Terra,MODIS,0,61.03,289.2,6.6,D,2
51.4795,6.7164,312.9,1,1,2023-09-12,1012,Terra,MODIS,0,61.03,289.7,8.4,D,2
51.3702,6.7022,310.6,1,1,2023-09-12,1012,Terra,MODIS,51,61.03,289.8,7.5,D,2
51.3682,6.7162,313.8,1,1,2023-09-12,1012,Terra,MODIS,63,61.03,288.8,10.1,D,2
50.3751,10.3165,305.8,1.1,1.1,2023-09-12,1012,Terra,MODIS,38,61.03,289.6,4.2,D,0
50.1255,10.7703,310.5,1.2,1.1,2023-09-12,1012,Terra,MODIS,56,61.03,294.8,6.8,D,0
50.1228,10.7855,309.2,1.2,1.1,2023-09-12,1012,Terra,MODIS,49,61.03,291.7,5.7,D,0
50.2017,10.2311,309.1,1.1,1.1,2023-09-12,1012,Terra,MODIS,25,61.03,289.2,6.8,D,0
49.6067,9.5451,311.1,1.1,1,2023-09-12,1012,Terra,MODIS,54,61.03,291.6,5.4,D,0
49.141,11.9291,311.9,1.3,1.1,2023-09-12,1012,Terra,MODIS,65,61.03,294.2,10.5,D,0
49.1267,10.0323,310.7,1.1,1.1,2023-09-12,1012,Terra,MODIS,53,61.03,292.4,6.5,D,2
49.1736,9.3888,310.5,1.1,1,2023-09-12,1012,Terra,MODIS,61,61.03,295.9,6.8,D,0
47.7699,8.9329,313.2,1.1,1,2023-09-12,1013,Terra,MODIS,70,61.03,294.8,8.4,D,0
48.0017,8.5556,321,1.1,1,2023-09-12,1013,Terra,MODIS,78,61.03,297.7,13.2,D,0
47.9051,8.845,308.8,1.1,1,2023-09-12,1013,Terra,MODIS,54,61.03,295.5,5.8,D,0
47.779,8.9362,313.1,1.1,1,2023-09-12,1013,Terra,MODIS,71,61.03,295.5,8.3,D,0
49.3491,6.7336,300.3,1.8,1.3,2023-09-13,2024,Terra,MODIS,23,61.03,287.1,11.5,N,2
51.3687,6.7069,301.1,1.1,1,2023-09-14,0158,Aqua,MODIS,38,61.03,285.2,7.6,N,2
52.1608,10.4107,319.4,1,1,2023-09-14,0158,Aqua,MODIS,98,61.03,283.4,20.3,N,2
51.4956,6.7376,305.8,1.1,1,2023-09-14,0158,Aqua,MODIS,44,61.03,285.2,9.1,N,2
51.4884,6.7196,307.1,1.1,1,2023-09-14,0158,Aqua,MODIS,21,61.03,285.5,9.5,N,2
51.8052,12.0924,310.4,1,1,2023-09-14,0955,Terra,MODIS,45,61.03,293.6,6.7,D,0
51.8032,12.1065,307.4,1,1,2023-09-14,0955,Terra,MODIS,31,61.03,291.6,4.7,D,0
51.7965,12.0892,312.1,1,1,2023-09-14,0955,Terra,MODIS,61,61.03,293.6,7.8,D,0
49.3577,6.7536,309.9,1.2,1.1,2023-09-14,0956,Terra,MODIS,33,61.03,296.7,8.3,D,2
49.3481,6.7513,309,1.2,1.1,2023-09-14,0956,Terra,MODIS,55,61.03,296.7,7.4,D,2
49.2452,6.8524,311,1.2,1.1,2023-09-14,0956,Terra,MODIS,63,61.03,296.8,9.9,D,2
49.3498,6.7349,310.3,1.2,1.1,2023-09-14,0956,Terra,MODIS,55,61.03,294.8,8.9,D,2
51.448,14.8726,300.7,2.1,1.4,2023-09-14,1131,Aqua,MODIS,20,61.03,284.9,9.2,D,0
51.357,6.7106,309.3,1.4,1.2,2023-09-14,1309,Aqua,MODIS,31,61.03,293.7,10.4,D,2
51.3674,6.7081,307.3,1.4,1.2,2023-09-14,1309,Aqua,MODIS,17,61.03,291,7.6,D,2
51.4842,6.7022,309.7,1.1,1,2023-09-14,2105,Terra,MODIS,78,61.03,287,12.9,N,2
51.3648,6.7128,310.7,1.1,1,2023-09-14,2105,Terra,MODIS,81,61.03,286.7,14.1,N,2
51.363,6.6975,302.2,1.1,1,2023-09-14,2105,Terra,MODIS,48,61.03,285.6,7.8,N,2
51.486,6.7177,306.1,1.1,1,2023-09-14,2105,Terra,MODIS,67,61.03,286.8,10.2,N,2
51.4857,6.7312,303,1.7,1.3,2023-09-15,0240,Aqua,MODIS,53,61.03,284.4,16.8,N,2
53.1301,8.6943,305.4,1.4,1.2,2023-09-15,1035,Terra,MODIS,0,61.03,294.5,7.9,D,2
52.1581,10.414,309.3,1.8,1.3,2023-09-15,1035,Terra,MODIS,64,61.03,294.7,14.6,D,2
52.1507,10.403,308.7,1.8,1.3,2023-09-15,1035,Terra,MODIS,54,61.03,294.7,13.8,D,2
50.075,8.9581,310.4,1.7,1.3,2023-09-15,1036,Terra,MODIS,59,61.03,295.2,15.9,D,2
51.4879,6.7117,318.3,1.3,1.1,2023-09-15,1036,Terra,MODIS,0,61.03,298.2,16.8,D,2
51.3606,6.7139,311,1.3,1.1,2023-09-15,1036,Terra,MODIS,66,61.03,297,10.9,D,2
49.3503,6.7315,304.7,1.4,1.2,2023-09-15,1036,Terra,MODIS,45,61.03,289.4,7.7,D,2
51.1348,11.697,315.4,1.1,1,2023-09-15,1212,Aqua,MODIS,71,61.03,296.6,12.2,D,0
51.1375,11.7119,307.3,1.1,1,2023-09-15,1212,Aqua,MODIS,53,61.03,295.2,5.2,D,0
48.2545,12.6214,306.4,1.1,1.1,2023-09-15,1212,Aqua,MODIS,39,61.03,295,5.2,D,0
48.3699,13.1952,308,1.1,1,2023-09-15,1212,Aqua,MODIS,64,61.03,294.6,7.2,D,0
48.2666,12.6112,307,1.1,1.1,2023-09-15,1212,Aqua,MODIS,61,61.03,295.7,6.2,D,0
48.3642,12.517,305.4,1.1,1.1,2023-09-15,1212,Aqua,MODIS,55,61.03,295.1,5,D,2
48.4849,12.7809,306.4,1.1,1.1,2023-09-15,1212,Aqua,MODIS,56,61.03,293.6,5.4,D,0
48.5568,12.7987,311.1,1.1,1.1,2023-09-15,1212,Aqua,MODIS,68,61.03,296.3,8.8,D,0
48.6522,13.24,306.1,1.1,1,2023-09-15,1212,Aqua,MODIS,58,61.03,295.5,4.9,D,0
48.5364,12.5697,313.4,1.1,1.1,2023-09-15,1212,Aqua,MODIS,46,61.03,294.9,9.2,D,0
48.543,12.5761,309.6,1.1,1.1,2023-09-15,1212,Aqua,MODIS,60,61.03,295.1,7.1,D,0
48.5772,12.5463,310.9,1.1,1.1,2023-09-15,1212,Aqua,MODIS,67,61.03,294.4,8.3,D,0
48.5865,12.5425,333.5,1.1,1.1,2023-09-15,1212,Aqua,MODIS,88,61.03,295.3,36.7,D,0
48.4069,11.2286,306.1,1.3,1.1,2023-09-15,1212,Aqua,MODIS,53,61.03,294.5,5.4,D,0
48.7531,12.8481,317.4,1.1,1.1,2023-09-15,1212,Aqua,MODIS,75,61.03,297.6,11.7,D,0
